time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-02T14:59:05.606Z,59.8249,-136.8259,0,2.1,ml,,,,0.77,ak,ak15873839,2017-05-02T15:06:18.100Z,"94km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T14:47:58.476Z,59.832,-136.5581,0,2.6,ml,,,,0.85,ak,ak15873836,2017-05-02T14:55:01.792Z,"81km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T14:47:25.200Z,37.6023333,-118.9633333,-0.19,1.04,md,21,122,0.01503,0.04,nc,nc72795955,2017-05-03T01:30:04.730Z,"5km S of Mammoth Lakes, California",earthquake,0.3,0.39,0.333,17,reviewed,nc,nc
2017-05-02T14:46:02.563Z,59.7597,-136.6715,0,2,ml,,,,0.76,ak,ak15873834,2017-05-02T14:50:40.956Z,"83km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T14:30:23.153Z,59.808,-136.6157,5,3.3,ml,,,,0.66,ak,ak15872921,2017-05-02T20:20:35.122Z,"83km WNW of Skagway, Alaska",earthquake,,0,,,reviewed,ak,ak
2017-05-02T14:22:20.132Z,59.8422,-136.8274,0,1.4,ml,,,,0.69,ak,ak15872917,2017-05-02T14:26:54.110Z,"95km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T14:19:05.764Z,59.893,-136.7046,0,2.1,ml,,,,0.79,ak,ak15872913,2017-05-02T14:25:09.624Z,"92km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T14:18:33.337Z,59.883,-136.7001,0,2,ml,,,,0.74,ak,ak15872911,2017-05-02T14:23:24.927Z,"91km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T14:16:49.574Z,59.8318,-136.7849,0.3,2.3,ml,,,,0.77,ak,ak15872908,2017-05-02T14:21:40.196Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T14:11:40.878Z,59.8736,-136.7415,0,2.3,ml,,,,0.72,ak,ak15872906,2017-05-02T14:15:02.575Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T14:07:00.140Z,-24.2446,-175.7616,10,5.1,mb,,91,7.474,0.84,us,us10008n03,2017-05-02T15:44:37.040Z,"South of Tonga",earthquake,11.4,1.8,0.081,49,reviewed,us,us
2017-05-02T14:03:41.186Z,59.776,-136.6849,3.1,2.5,ml,,,,0.81,ak,ak15872904,2017-05-02T14:08:34.602Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T13:51:03.554Z,59.7793,-136.7032,0,1.8,ml,,,,0.71,ak,ak15872900,2017-05-02T13:59:09.204Z,"86km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T13:50:53.165Z,59.6927,-152.9111,81.7,1.6,ml,,,,0.35,ak,ak15872897,2017-05-02T14:02:27.484Z,"61km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T13:43:45.098Z,61.5628,-146.4431,30.3,1.7,ml,,,,0.83,ak,ak15872895,2017-05-02T13:47:09.220Z,"48km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T13:36:50.320Z,38.0063,20.3574,10,4.5,mb,,136,1.494,1.39,us,us10008mzs,2017-05-02T15:18:18.040Z,"22km SSW of Argostolion, Greece",earthquake,4.1,1.8,0.128,18,reviewed,us,us
2017-05-02T13:34:42.081Z,59.852,-136.8447,0,1.6,ml,,,,0.49,ak,ak15872009,2017-05-02T13:38:38.609Z,"96km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T13:27:42.900Z,40.506,-117.1553,11.6,2.2,ml,8,131.15,0.09,0.1537,nn,nn00587717,2017-05-02T13:56:31.127Z,"24km SW of Battle Mountain, Nevada",earthquake,,1.5,0.43,6,reviewed,nn,nn
2017-05-02T13:26:33.449Z,59.8358,-136.5794,0,1.9,ml,,,,0.68,ak,ak15871998,2017-05-02T13:30:59.156Z,"82km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T13:25:57.911Z,59.8642,-136.7562,4.7,1.4,ml,,,,0.74,ak,ak15871999,2017-05-02T13:30:59.392Z,"93km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T13:13:54.701Z,63.1466,-151.1267,12.5,4.2,ml,,,,0.66,ak,ak15871955,2017-05-02T16:20:46.040Z,"105km NNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-02T13:10:34.968Z,59.843,-136.8103,0,1.9,ml,,,,0.72,ak,ak15871951,2017-05-02T13:24:00.112Z,"94km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T13:08:30.504Z,59.782,-136.7049,0,1.9,ml,,,,0.8,ak,ak15871948,2017-05-02T13:22:14.980Z,"86km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T13:06:36.079Z,59.8417,-136.6756,3.1,2,ml,,,,0.46,ak,ak15871943,2017-05-02T13:22:13.934Z,"87km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T13:05:42.658Z,59.8953,-136.964,0,1.7,ml,,,,1.05,ak,ak15871941,2017-05-02T13:22:14.325Z,"100km SSE of Haines Junction, Canada",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T12:59:57.663Z,63.4936,-147.9919,0,1.4,ml,,,,0.55,ak,ak15871938,2017-05-02T13:04:53.889Z,"49km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T12:55:41.240Z,34.1423333,-116.9295,12.06,1.35,ml,57,53,0.04895,0.19,ci,ci37638087,2017-05-02T13:41:53.760Z,"11km S of Big Bear Lake, California",earthquake,0.24,0.48,0.142,26,reviewed,ci,ci
2017-05-02T12:46:00.470Z,59.7655,-136.7016,0,2.1,ml,,,,0.94,ak,ak15871928,2017-05-02T12:51:01.816Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T12:36:43.649Z,59.7511,-136.6941,12.7,3.8,ml,,,,0.68,ak,ak15871030,2017-05-02T20:11:40.036Z,"84km WNW of Skagway, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-05-02T12:34:58.990Z,59.8798,-136.5741,0,4.1,ml,,,,1.38,us,us10008mz8,2017-05-02T21:37:53.040Z,"85km NW of Skagway, Alaska",earthquake,4.5,7.5,,,reviewed,ak,ak
2017-05-02T12:28:56.130Z,59.7154,-136.819,0,2,ml,,,,0.83,ak,ak15871016,2017-05-02T12:33:48.503Z,"89km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T12:21:59.212Z,59.9517,-141.2376,0,2.9,ml,,,,0.74,ak,ak15871008,2017-05-02T12:25:19.293Z,"67km E of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T12:19:59.735Z,59.8796,-136.7075,0,1.4,ml,,,,0.72,ak,ak15871007,2017-05-02T12:23:35.153Z,"91km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T12:19:15.047Z,60.4394,-144.8369,5.6,1.8,ml,,,,0.73,ak,ak15871005,2017-05-02T12:23:34.909Z,"51km ESE of Cordova, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T12:16:31.110Z,19.431,-155.6141667,1.584,2.6,ml,41,76,0.03083,0.12,hv,hv61726126,2017-05-02T22:03:56.630Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.3,0.69,0.233,36,reviewed,hv,hv
2017-05-02T12:14:17.535Z,61.0472,-152.4063,109.1,1.8,ml,,,,0.29,ak,ak15871002,2017-05-02T12:19:45.487Z,"65km NNE of Redoubt Volcano, Alaska",earthquake,,1,,,automatic,ak,ak
2017-05-02T12:07:44.837Z,63.0767,-151.1241,0,1.4,ml,,,,0.69,ak,ak15870998,2017-05-02T12:12:07.194Z,"98km NNW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T12:05:47.362Z,59.7737,-136.6652,0,2.2,ml,,,,0.83,ak,ak15870994,2017-05-02T12:08:48.969Z,"83km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T12:03:12.008Z,59.6674,-136.9224,1.6,1.9,ml,,,,0.94,ak,ak15870991,2017-05-02T12:07:04.571Z,"93km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T12:01:18.290Z,18.838,-67.141,15,2.54,md,4,356,0.3717,0.06,pr,pr2017122006,2017-05-03T02:00:40.817Z,"38km N of San Antonio, Puerto Rico",earthquake,8.42,0.93,0.18,4,reviewed,pr,pr
2017-05-02T12:00:55.980Z,59.7746,-136.6981,0.9,2,ml,,,,0.92,ak,ak15870996,2017-05-02T12:08:49.212Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T11:59:44.342Z,63.2167,-150.5619,117.7,1.5,ml,,,,0.73,ak,ak15870984,2017-05-02T12:04:17.762Z,"83km WSW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-05-02T11:58:40.993Z,61.1729,-150.5534,25.9,1.9,ml,,,,0.51,ak,ak15870982,2017-05-02T12:02:33.285Z,"35km W of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T11:56:09.282Z,51.6253,-178.5018,13.1,2.7,ml,,,,0.53,ak,ak15870976,2017-05-02T20:02:27.796Z,"38km SW of Tanaga Volcano, Alaska",earthquake,,2.1,,,reviewed,ak,ak
2017-05-02T11:51:44.630Z,52.0077,-177.4963,21.76,4.1,mb,,136,0.263,0.97,us,us10008mym,2017-05-02T18:59:54.801Z,"46km ENE of Tanaga Volcano, Alaska",earthquake,11.7,8.5,0.056,89,reviewed,us,us
2017-05-02T11:41:54.804Z,59.8182,-136.8262,0,1.9,ml,,,,0.78,ak,ak15870967,2017-05-02T11:47:49.437Z,"94km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T11:31:03.365Z,59.7761,-136.8048,0,1.8,ml,,,,0.96,ak,ak15870964,2017-05-02T11:36:33.827Z,"91km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T11:17:54.794Z,59.8622,-136.7704,2.1,1.8,ml,,,,0.83,ak,ak15870080,2017-05-02T11:22:21.569Z,"93km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T11:11:06.539Z,51.6363,-178.5232,4.7,3.7,ml,,,,0.62,ak,ak15870077,2017-05-02T20:01:43.006Z,"38km SW of Tanaga Volcano, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-05-02T11:03:14.096Z,59.8143,-136.5982,0,2.8,ml,,,,0.9,ak,ak15870071,2017-05-02T11:07:26.504Z,"82km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T10:49:31.845Z,59.8632,-136.8233,0,2,ml,,,,0.8,ak,ak15870068,2017-05-02T10:53:04.808Z,"96km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T10:29:21.850Z,41.5638,141.9543,72.23,4.3,mb,,80,1.006,1.1,us,us10008myb,2017-05-02T12:01:13.040Z,"68km ENE of Mutsu, Japan",earthquake,5.2,7.8,0.101,28,reviewed,us,us
2017-05-02T10:15:28.951Z,59.9129,-136.5593,0,3.4,ml,,,,1.06,ak,ak15870060,2017-05-02T10:24:52.200Z,"86km NW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T10:08:11.157Z,59.7704,-136.9732,0,1.6,ml,,,,0.9,ak,ak15870057,2017-05-02T10:14:59.854Z,"99km WNW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-02T09:59:50.260Z,46.1975,-122.1913333,-1.77,1.27,md,8,72,0.002758,0.05,uw,uw61277376,2017-05-02T17:20:17.160Z,"37km NNE of Amboy, Washington",earthquake,0.33,8.33,0.126,2,reviewed,uw,uw
2017-05-02T09:58:02.098Z,59.8982,-136.8078,6.9,1.4,ml,,,,1.1,ak,ak15870053,2017-05-02T10:01:08.685Z,"97km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T09:54:32.387Z,61.2845,-151.2137,79.9,3.4,ml,,,,0.63,ak,ak15870040,2017-05-02T19:00:19.633Z,"66km N of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-02T09:48:15.425Z,59.8159,-136.8259,0,1.9,ml,,,,0.86,ak,ak15870037,2017-05-02T09:53:50.160Z,"94km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T09:39:20.742Z,59.7797,-136.6879,0,1.8,ml,,,,0.65,ak,ak15870036,2017-05-02T09:44:08.533Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T09:36:55.603Z,59.8349,-136.7714,2.8,1.7,ml,,,,0.85,ak,ak15870034,2017-05-02T09:41:22.385Z,"92km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T09:34:39.964Z,59.7661,-136.6819,0,1.7,ml,,,,0.75,ak,ak15870031,2017-05-02T09:39:07.209Z,"84km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T09:34:25.370Z,-24.204,-67.2066,220.56,4.2,mb,,112,2.227,0.58,us,us10008mxx,2017-05-02T11:37:10.040Z,"90km W of San Antonio de los Cobres, Argentina",earthquake,5.9,10.8,0.263,4,reviewed,us,us
2017-05-02T09:30:55.280Z,33.9266667,-116.0206667,4.79,1.42,ml,52,58,0.07607,0.14,ci,ci37638047,2017-05-02T15:51:25.190Z,"23km S of Twentynine Palms, California",earthquake,0.14,0.39,0.153,43,reviewed,ci,ci
2017-05-02T09:24:56.331Z,64.5606,-149.9648,7.7,1,ml,,,,0.47,ak,ak15870029,2017-05-02T09:29:57.230Z,"40km W of North Nenana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T09:19:50.287Z,59.798,-136.8469,8.5,1.6,ml,,,,0.67,ak,ak15870028,2017-05-02T09:25:06.601Z,"94km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T09:17:07.780Z,39.6593333,-122.0316667,22.34,1.48,md,12,104,0.2805,0.04,nc,nc72795920,2017-05-03T01:51:03.600Z,"9km S of Hamilton City, California",earthquake,0.3,0.85,0.256,11,reviewed,nc,nc
2017-05-02T09:13:33.282Z,59.8104,-136.5603,0,1.8,ml,,,,0.78,ak,ak15870026,2017-05-02T09:20:47.065Z,"80km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T08:55:43.567Z,59.8449,-136.5851,0,1.7,ml,,,,0.85,ak,ak15870023,2017-05-02T09:03:50.326Z,"83km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T08:54:22.012Z,59.7696,-136.6925,0,1.8,ml,,,,0.82,ak,ak15870021,2017-05-02T08:58:28.590Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T08:49:52.186Z,59.7698,-136.6934,0,1.7,ml,,,,0.68,ak,ak15870017,2017-05-02T08:54:09.121Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T08:48:11.640Z,59.782,-136.6854,0,1.7,ml,,,,0.69,ak,ak15870016,2017-05-02T08:52:25.157Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T08:46:06.210Z,59.7687,-136.6847,1.4,2.2,ml,,,,0.71,ak,ak15870014,2017-05-02T08:50:41.139Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T08:44:29.070Z,18.5938,-65.591,25,2.61,md,10,210,0.4175,0.22,pr,pr2017122005,2017-05-03T02:02:05.125Z,"27km NNE of Luquillo, Puerto Rico",earthquake,1.19,5.36,0.32,8,reviewed,pr,pr
2017-05-02T08:28:34.751Z,59.7765,-136.6818,1.5,2.4,ml,,,,0.74,ak,ak15869133,2017-05-02T08:32:42.534Z,"84km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T08:25:24.799Z,59.773,-136.6672,0,1.9,ml,,,,0.65,ak,ak15869131,2017-05-02T08:30:58.597Z,"84km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T08:21:34.106Z,59.8187,-136.5892,0,2.9,ml,,,,0.86,ak,ak15869119,2017-05-02T08:26:06.796Z,"82km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T08:18:53.921Z,59.8323,-136.7113,15,1.7,ml,,,,0.53,ak,ak15869129,2017-05-02T08:26:07.356Z,"89km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T08:14:48.630Z,59.8628,-136.8405,0,2.5,ml,,,,0.66,ak,ak15869105,2017-05-02T08:26:07.071Z,"97km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T08:09:30.058Z,59.7729,-136.7117,12.8,3.8,ml,,,,0.97,ak,ak15869091,2017-05-02T08:30:53.665Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-02T08:06:22.887Z,59.8243,-136.8358,0.1,1.4,ml,,,,0.81,ak,ak15869092,2017-05-02T08:11:39.400Z,"95km WNW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-02T08:05:04.822Z,59.846,-136.8297,0,1.7,ml,,,,0.7,ak,ak15869085,2017-05-02T08:08:52.981Z,"95km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T07:56:21.915Z,59.741,-136.5512,0,2,ml,,,,0.69,ak,ak15869084,2017-05-02T08:00:55.789Z,"76km WNW of Skagway, Alaska",earthquake,,1.2,,,automatic,ak,ak
2017-05-02T07:53:35.142Z,59.8054,-136.6844,0,2.4,ml,,,,0.75,ak,ak15869079,2017-05-02T07:58:09.665Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T07:43:42.228Z,62.7148,-149.8787,66.6,1.5,ml,,,,0.83,ak,ak15869077,2017-05-02T07:49:30.984Z,"45km NNE of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-02T07:37:08.413Z,59.7787,-136.7035,0,1.8,ml,,,,0.24,ak,ak15869076,2017-05-02T07:40:22.637Z,"86km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T07:26:15.658Z,59.7642,-136.6982,0,2.5,ml,,,,0.8,ak,ak15869073,2017-05-02T07:30:53.730Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T07:15:03.371Z,59.8238,-136.6221,4.7,2.4,ml,,,,0.56,ak,ak15868189,2017-05-02T07:18:05.405Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T07:09:28.502Z,59.7679,-136.702,0,1.9,ml,,,,0.58,ak,ak15868185,2017-05-02T07:14:48.102Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T07:07:42.144Z,59.8377,-136.8081,0,2.1,ml,,,,0.75,ak,ak15868183,2017-05-02T07:11:20.330Z,"94km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T07:06:30.101Z,59.8276,-136.837,0.2,1.7,ml,,,,0.92,ak,ak15868182,2017-05-02T07:09:36.624Z,"95km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T07:04:00.255Z,38.2673,-117.9077,11.6,1,ml,15,118.35,0.255,0.1531,nn,nn00587706,2017-05-02T14:09:06.184Z,"63km WNW of Tonopah, Nevada",earthquake,,3.3,0.16,7,reviewed,nn,nn
2017-05-02T07:03:48.190Z,44.6448333,-111.8865,16.67,1.1,md,7,103,0.179,0.05,mb,mb80207594,2017-05-02T14:15:06.230Z,"55km E of Lima, Montana",earthquake,0.41,1.69,0.27,3,reviewed,mb,mb
2017-05-02T07:02:54.530Z,38.7986679,-122.8013306,2.35,1.14,md,18,137,0.01041,0.02,nc,nc72795905,2017-05-02T08:28:03.114Z,"4km WNW of The Geysers, California",earthquake,0.3,0.51,0.16,5,automatic,nc,nc
2017-05-02T06:59:23.338Z,58.2582,-137.9992,0,2.3,ml,,,,0.9,ak,ak15868181,2017-05-02T07:04:15.322Z,"133km W of Gustavus, Alaska",earthquake,,1,,,automatic,ak,ak
2017-05-02T06:54:18.785Z,59.8426,-136.8129,0,1.9,ml,,,,0.96,ak,ak15868179,2017-05-02T06:58:54.096Z,"94km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T06:51:31.035Z,59.8209,-136.7166,1,1.6,ml,,,,0.83,ak,ak15868178,2017-05-02T06:54:55.247Z,"88km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T06:46:19.775Z,59.8878,-136.9353,0,2.3,ml,,,,0.85,ak,ak15868174,2017-05-02T06:51:38.217Z,"101km SSE of Haines Junction, Canada",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T06:43:50.991Z,38.4004,-118.9344,7.7,1.7,ml,19,49.47,0.144,0.2215,nn,nn00587705,2017-05-02T16:10:05.794Z,"30km WSW of Hawthorne, Nevada",earthquake,,1.6,0.4,10,reviewed,nn,nn
2017-05-02T06:42:40.492Z,59.6908,-136.7761,15.2,1.8,ml,,,,0.88,ak,ak15868170,2017-05-02T06:48:10.497Z,"86km WNW of Skagway, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-05-02T06:40:53.864Z,59.8396,-136.585,0,1.8,ml,,,,0.7,ak,ak15868168,2017-05-02T06:44:41.220Z,"83km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T06:35:11.851Z,59.907,-136.5658,0,2.9,ml,,,,1.01,ak,ak15868157,2017-05-02T06:42:57.373Z,"86km NW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-02T06:33:48.331Z,59.8347,-136.7916,0,1.8,ml,,,,0.86,ak,ak15868156,2017-05-02T06:38:26.805Z,"93km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T06:26:51.560Z,19.8416672,-155.5526733,18.44,1.91,md,22,204,0.08931,0.18,hv,hv61725536,2017-05-02T06:30:04.170Z,"23km SSE of Waimea, Hawaii",earthquake,0.83,2.49,0.27,4,automatic,hv,hv
2017-05-02T06:26:08.057Z,59.8951,-136.916,0,2.3,ml,,,,0.79,ak,ak15868154,2017-05-02T06:31:21.156Z,"100km SSE of Haines Junction, Canada",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T06:23:45.034Z,59.9133,-136.8382,1.8,2.4,ml,,,,0.45,ak,ak15868152,2017-05-02T06:27:53.603Z,"99km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T06:19:20.905Z,59.7905,-136.7038,0,1.8,ml,,,,0.6,ak,ak15868150,2017-05-02T06:26:09.505Z,"86km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T06:16:54.426Z,59.8635,-136.9514,4.5,2.2,ml,,,,0.94,ak,ak15868146,2017-05-02T06:21:08.795Z,"102km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T06:15:31.418Z,59.7733,-136.6373,0.8,2,ml,,,,0.75,ak,ak15868144,2017-05-02T06:19:24.733Z,"82km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T06:12:26.931Z,59.8933,-136.71,0,2.3,ml,,,,0.83,ak,ak15868139,2017-05-02T06:17:40.837Z,"92km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T06:04:19.555Z,59.7999,-136.6977,3.3,3.6,ml,,,,0.58,ak,ak15868123,2017-05-02T18:55:36.035Z,"86km WNW of Skagway, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-02T06:01:16.546Z,59.865,-136.7228,4,1.6,ml,,,,0.79,ak,ak15868121,2017-05-02T06:06:26.428Z,"91km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T05:58:43.899Z,59.7761,-136.6922,0,2.2,ml,,,,0.74,ak,ak15868118,2017-05-02T06:03:40.519Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T05:49:30.356Z,62.2048,-150.9677,68.6,1.2,ml,,,,0.25,ak,ak15868102,2017-05-02T05:55:33.566Z,"46km WSW of Talkeetna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2017-05-02T05:48:35.863Z,59.7629,-136.6942,0,1.8,ml,,,,0.81,ak,ak15868098,2017-05-02T05:52:47.838Z,"84km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T05:47:31.848Z,59.9001,-136.706,0,1.7,ml,,,,0.79,ak,ak15868099,2017-05-02T05:51:04.178Z,"92km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T05:46:49.742Z,63.3119,-150.6551,0,1.5,ml,,,,0.45,ak,ak15868095,2017-05-02T05:51:03.636Z,"85km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T05:41:46.841Z,59.7569,-136.521,7.8,3.5,ml,,,,0.9,ak,ak15867228,2017-05-02T18:49:46.367Z,"75km WNW of Skagway, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-02T05:36:31.540Z,59.8338,-136.6462,0,1.8,ml,,,,0.85,ak,ak15867227,2017-05-02T05:40:30.961Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T05:28:41.840Z,34.0263333,-118.5193333,9.56,3.06,ml,140,58,0.01868,0.25,ci,ci37637991,2017-05-03T01:45:05.907Z,"2km WNW of Santa Monica, California",earthquake,0.19,0.33,0.253,233,reviewed,ci,ci
2017-05-02T05:23:05.432Z,59.8982,-136.7017,0,2.3,ml,,,,0.72,ak,ak15867222,2017-05-02T05:28:47.881Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T05:19:44.943Z,59.7942,-136.7043,0,2,ml,,,,0.55,ak,ak15867220,2017-05-02T05:34:39.455Z,"86km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T05:18:45.902Z,59.8719,-136.6965,0,1.6,ml,,,,0.54,ak,ak15867217,2017-05-02T05:21:53.727Z,"90km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T05:16:07.011Z,61.4518,-140.9976,6.8,1.5,ml,,,,0.26,ak,ak15867216,2017-05-02T05:21:53.477Z,"173km NNE of Cape Yakataga, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-05-02T05:08:46.600Z,38.0444984,-122.1784973,7.74,1.27,md,9,160,0.06277,0.01,nc,nc72795895,2017-05-02T07:47:03.035Z,"1km WSW of Benicia, California",earthquake,0.52,0.84,0.12,9,automatic,nc,nc
